# gnuplot data for packet timing
# ts	local_ts	difference
1383087282324	1383087282687	363
1383087282334	1383087282697	363
1383087282344	1383087282707	363
1383087282354	1383087282717	363
1383087282364	1383087282727	363
1383087282374	1383087282737	363
1383087282384	1383087282747	363
1383087282394	1383087282757	363
1383087282404	1383087282767	363
1383087282414	1383087282777	363
1383087282424	1383087282787	363
1383087282434	1383087282797	363
1383087282444	1383087282807	363
1383087282454	1383087282817	363
1383087282464	1383087282827	363
1383087282474	1383087282837	363
1383087282484	1383087282847	363
1383087282494	1383087282857	363
1383087282504	1383087282867	363
1383087282514	1383087282877	363
1383087282524	1383087282887	363
1383087282534	1383087282897	363
1383087282544	1383087282907	363
1383087282554	1383087282917	363
1383087282564	1383087282927	363
1383087282574	1383087282937	363
1383087282584	1383087282947	363
1383087282594	1383087282957	363
1383087282604	1383087282967	363
1383087282614	1383087282977	363
1383087282624	1383087282987	363
1383087282634	1383087282997	363
1383087282644	1383087283007	363
1383087282654	1383087283017	363
1383087282664	1383087283027	363
1383087282674	1383087283037	363
1383087282684	1383087283047	363
1383087282694	1383087283057	363
1383087282704	1383087283067	363
1383087282714	1383087283077	363
1383087282724	1383087283087	363
1383087282734	1383087283097	363
1383087282744	1383087283107	363
1383087282754	1383087283117	363
1383087282764	1383087283127	363
1383087282774	1383087283137	363
1383087282784	1383087283147	363
1383087282794	1383087283157	363
1383087282804	1383087283167	363
1383087282814	1383087283187	373
1383087282824	1383087283197	373
1383087282834	1383087283207	373
1383087282844	1383087283217	373
1383087282854	1383087283227	373
1383087282864	1383087283237	373
1383087282874	1383087283247	373
1383087282884	1383087283257	373
1383087282894	1383087283267	373
1383087282904	1383087283277	373
1383087282914	1383087283287	373
1383087282924	1383087283297	373
1383087282934	1383087283307	373
1383087282944	1383087283317	373
1383087282954	1383087283327	373
1383087282964	1383087283337	373
1383087282974	1383087283347	373
1383087282984	1383087283357	373
1383087282994	1383087283367	373
1383087283004	1383087283377	373
1383087283014	1383087283387	373
1383087283024	1383087283397	373
1383087283034	1383087283407	373
1383087283044	1383087283417	373
1383087283054	1383087283427	373
1383087283064	1383087283437	373
1383087283074	1383087283447	373
1383087283084	1383087283457	373
1383087283094	1383087283467	373
